10 2
0 0 0.00
0 1 20.14
0 2 12.46
0 3 1.75
0 4 4.96
0 5 136.98
0 6 128.71
0 7 17.44
0 8 10.84
0 9 120.86
1 0 20.14
1 1 0.00
1 2 25.95
1 3 21.35
1 4 25.10
1 5 116.84
1 6 108.57
1 7 19.45
1 8 12.84
1 9 100.72
2 0 12.46
2 1 25.95
2 2 0.00
2 3 10.71
2 4 16.50
2 5 142.79
2 6 134.52
2 7 17.17
2 8 15.30
2 9 126.67
3 0 1.75
3 1 21.35
3 2 10.71
3 3 0.00
3 4 5.79
3 5 138.19
3 6 129.91
3 7 15.70
3 8 10.70
3 9 122.06
4 0 4.96
4 1 25.10
4 2 16.50
4 3 5.79
4 4 0.00
4 5 141.94
4 6 133.67
4 7 21.49
4 8 14.88
4 9 125.82
5 0 136.98
5 1 116.84
5 2 142.79
5 3 138.19
5 4 141.94
5 5 0.00
5 6 16.69
5 7 125.62
5 8 127.49
5 9 16.12
6 0 128.71
6 1 108.57
6 2 134.52
6 3 129.91
6 4 133.67
6 5 16.69
6 6 0.00
6 7 117.35
6 8 119.22
6 9 7.85
7 0 17.44
7 1 19.45
7 2 17.17
7 3 15.70
7 4 21.49
7 5 125.62
7 6 117.35
7 7 0.00
7 8 6.61
7 9 109.50
8 0 10.84
8 1 12.84
8 2 15.30
8 3 10.70
8 4 14.88
8 5 127.49
8 6 119.22
8 7 6.61
8 8 0.00
8 9 111.36
9 0 120.86
9 1 100.72
9 2 126.67
9 3 122.06
9 4 125.82
9 5 16.12
9 6 7.85
9 7 109.50
9 8 111.36
9 9 0.00
