10 2
0 0 0.00
0 1 173.26
0 2 186.98
0 3 90.98
0 4 55.78
0 5 170.43
0 6 87.31
0 7 164.30
0 8 32.06
0 9 159.75
1 0 173.26
1 1 0.00
1 2 16.81
1 3 82.27
1 4 121.41
1 5 4.96
1 6 97.41
1 7 29.89
1 8 141.20
1 9 33.03
2 0 186.98
2 1 16.81
2 2 0.00
2 3 96.00
2 4 135.13
2 5 21.77
2 6 99.68
2 7 22.68
2 8 154.92
2 9 27.24
3 0 90.98
3 1 82.27
3 2 96.00
3 3 0.00
3 4 39.13
3 5 79.45
3 6 41.05
3 7 73.32
3 8 70.72
3 9 68.76
4 0 55.78
4 1 121.41
4 2 135.13
4 3 39.13
4 4 0.00
4 5 118.58
4 6 35.45
4 7 112.45
4 8 84.58
4 9 107.89
5 0 170.43
5 1 4.96
5 2 21.77
5 3 79.45
5 4 118.58
5 5 0.00
5 6 102.36
5 7 34.85
5 8 138.37
5 9 37.99
6 0 87.31
6 1 97.41
6 2 99.68
6 3 41.05
6 4 35.45
6 5 102.36
6 6 0.00
6 7 77.00
6 8 111.77
6 9 72.44
7 0 164.30
7 1 29.89
7 2 22.68
7 3 73.32
7 4 112.45
7 5 34.85
7 6 77.00
7 7 0.00
7 8 132.24
7 9 4.56
8 0 32.06
8 1 141.20
8 2 154.92
8 3 70.72
8 4 84.58
8 5 138.37
8 6 111.77
8 7 132.24
8 8 0.00
8 9 127.69
9 0 159.75
9 1 33.03
9 2 27.24
9 3 68.76
9 4 107.89
9 5 37.99
9 6 72.44
9 7 4.56
9 8 127.69
9 9 0.00
