10 3
0 0 0.00
0 1 77.76
0 2 66.81
0 3 81.71
0 4 30.00
0 5 88.91
0 6 84.56
0 7 69.61
0 8 102.41
0 9 26.75
1 0 77.76
1 1 0.00
1 2 101.02
1 3 16.53
1 4 107.76
1 5 123.11
1 6 118.76
1 7 10.04
1 8 24.65
1 9 97.05
2 0 66.81
2 1 101.02
2 2 0.00
2 3 117.55
2 4 72.90
2 5 32.27
2 6 17.75
2 7 108.25
2 8 100.19
2 9 62.18
3 0 81.71
3 1 16.53
3 2 117.55
3 3 0.00
3 4 111.70
3 5 139.64
3 6 135.30
3 7 12.10
3 8 23.26
3 9 100.99
4 0 30.00
4 1 107.76
4 2 72.90
4 3 111.70
4 4 0.00
4 5 90.17
4 6 69.38
4 7 99.60
4 8 132.41
4 9 11.58
5 0 88.91
5 1 123.11
5 2 32.27
5 3 139.64
5 4 90.17
5 5 0.00
5 6 24.97
5 7 130.34
5 8 122.29
5 9 84.37
6 0 84.56
6 1 118.76
6 2 17.75
6 3 135.30
6 4 69.38
6 5 24.97
6 6 0.00
6 7 125.99
6 8 117.94
6 9 59.40
7 0 69.61
7 1 10.04
7 2 108.25
7 3 12.10
7 4 99.60
7 5 130.34
7 6 125.99
7 7 0.00
7 8 32.80
7 9 88.89
8 0 102.41
8 1 24.65
8 2 100.19
8 3 23.26
8 4 132.41
8 5 122.29
8 6 117.94
8 7 32.80
8 8 0.00
8 9 121.69
9 0 26.75
9 1 97.05
9 2 62.18
9 3 100.99
9 4 11.58
9 5 84.37
9 6 59.40
9 7 88.89
9 8 121.69
9 9 0.00
