10 3
0 0 0.00
0 1 155.38
0 2 96.41
0 3 57.01
0 4 88.86
0 5 111.47
0 6 32.80
0 7 115.85
0 8 126.88
0 9 104.18
1 0 155.38
1 1 0.00
1 2 61.60
1 3 98.37
1 4 103.10
1 5 43.91
1 6 125.52
1 7 100.48
1 8 104.03
1 9 91.81
2 0 96.41
2 1 61.60
2 2 0.00
2 3 39.40
2 4 41.50
2 5 50.16
2 6 66.55
2 7 62.64
2 8 66.19
2 9 90.66
3 0 57.01
3 1 98.37
3 2 39.40
3 3 0.00
3 4 52.03
3 5 74.77
3 6 27.15
3 7 71.86
3 8 75.41
3 9 93.08
4 0 88.86
4 1 103.10
4 2 41.50
4 3 52.03
4 4 0.00
4 5 61.03
4 6 59.00
4 7 64.67
4 8 55.32
4 9 101.53
5 0 111.47
5 1 43.91
5 2 50.16
5 3 74.77
5 4 61.03
5 5 0.00
5 6 81.61
5 7 112.80
5 8 116.35
5 9 47.89
6 0 32.80
6 1 125.52
6 2 66.55
6 3 27.15
6 4 59.00
6 5 81.61
6 6 0.00
6 7 83.05
6 8 97.03
6 9 91.94
7 0 115.85
7 1 100.48
7 2 62.64
7 3 71.86
7 4 64.67
7 5 112.80
7 6 83.05
7 7 0.00
7 8 44.73
7 9 153.30
8 0 126.88
8 1 104.03
8 2 66.19
8 3 75.41
8 4 55.32
8 5 116.35
8 6 97.03
8 7 44.73
8 8 0.00
8 9 156.85
9 0 104.18
9 1 91.81
9 2 90.66
9 3 93.08
9 4 101.53
9 5 47.89
9 6 91.94
9 7 153.30
9 8 156.85
9 9 0.00
