50 2
0 0 0.00
0 1 116.02
0 2 71.34
0 3 111.02
0 4 45.35
0 5 87.00
0 6 38.65
0 7 7.67
0 8 70.70
0 9 111.74
0 10 71.58
0 11 78.34
0 12 95.58
0 13 72.85
0 14 47.42
0 15 79.98
0 16 11.54
0 17 84.00
0 18 78.87
0 19 118.92
0 20 57.69
0 21 65.48
0 22 68.78
0 23 73.70
0 24 36.60
0 25 81.44
0 26 91.75
0 27 37.31
0 28 75.12
0 29 103.27
0 30 48.84
0 31 66.23
0 32 38.91
0 33 56.19
0 34 100.66
0 35 30.79
0 36 57.68
0 37 56.79
0 38 40.58
0 39 48.22
0 40 10.37
0 41 105.94
0 42 42.80
0 43 64.00
0 44 38.21
0 45 104.06
0 46 112.02
0 47 71.47
0 48 107.72
0 49 111.44
1 0 116.02
1 1 0.00
1 2 50.24
1 3 89.93
1 4 139.77
1 5 65.90
1 6 77.37
1 7 122.14
1 8 45.32
1 9 23.89
1 10 74.85
1 11 37.67
1 12 74.49
1 13 64.41
1 14 75.24
1 15 58.89
1 16 127.56
1 17 32.02
1 18 37.15
1 19 17.56
1 20 78.78
1 21 75.75
1 22 89.88
1 23 42.32
1 24 79.42
1 25 34.57
1 26 24.27
1 27 78.70
1 28 40.89
1 29 82.17
1 30 78.06
1 31 49.79
1 32 77.10
1 33 71.90
1 34 79.56
1 35 94.30
1 36 121.65
1 37 73.49
1 38 133.27
1 39 68.67
1 40 124.48
1 41 35.35
1 42 73.22
1 43 85.10
1 44 90.28
1 45 82.96
1 46 4.02
1 47 50.37
1 48 8.29
1 49 90.34
2 0 71.34
2 1 50.24
2 2 0.00
2 3 39.69
2 4 91.22
2 5 15.66
2 6 103.70
2 7 79.01
2 8 68.21
2 9 74.13
2 10 125.08
2 11 56.32
2 12 24.25
2 13 114.65
2 14 26.69
2 15 8.65
2 16 79.01
2 17 60.72
2 18 84.14
2 19 67.79
2 20 129.02
2 21 125.99
2 22 140.12
2 23 58.78
2 24 95.01
2 25 62.08
2 26 70.62
2 27 102.23
2 28 84.82
2 29 31.93
2 30 29.50
2 31 77.06
2 32 97.30
2 33 23.35
2 34 29.32
2 35 102.13
2 36 73.10
2 37 24.94
2 38 84.72
2 39 23.12
2 40 81.70
2 41 85.59
2 42 103.44
2 43 135.34
2 44 41.73
2 45 32.72
2 46 54.26
2 47 2.94
2 48 51.17
2 49 40.10
3 0 111.02
3 1 89.93
3 2 39.69
3 3 0.00
3 4 88.00
3 5 24.02
3 6 143.39
3 7 118.69
3 8 107.90
3 9 113.81
3 10 164.77
3 11 96.01
3 12 18.49
3 13 154.34
3 14 63.61
3 15 31.04
3 16 118.10
3 17 100.41
3 18 123.83
3 19 107.48
3 20 168.71
3 21 165.68
3 22 179.80
3 23 98.47
3 24 134.69
3 25 101.76
3 26 110.31
3 27 141.91
3 28 124.51
3 29 7.75
3 30 62.18
3 31 116.75
3 32 136.99
3 33 54.83
3 34 10.36
3 35 141.82
3 36 69.87
3 37 54.23
3 38 81.49
3 39 62.81
3 40 121.39
3 41 125.28
3 42 143.13
3 43 175.03
3 44 72.82
3 45 6.97
3 46 93.95
3 47 39.56
3 48 90.85
3 49 4.43
4 0 45.35
4 1 139.77
4 2 91.22
4 3 88.00
4 4 0.00
4 5 92.51
4 6 77.71
4 7 53.02
4 8 94.46
4 9 135.50
4 10 99.10
4 11 102.10
4 12 106.49
4 13 96.61
4 14 64.54
4 15 87.29
4 16 52.42
4 17 107.75
4 18 102.63
4 19 142.68
4 20 103.03
4 21 100.01
4 22 114.13
4 23 97.46
4 24 69.02
4 25 105.20
4 26 115.51
4 27 76.24
4 28 98.88
4 29 86.16
4 30 61.72
4 31 89.98
4 32 71.32
4 33 67.88
4 34 92.52
4 35 76.14
4 36 18.13
4 37 66.28
4 38 6.51
4 39 71.10
4 40 55.72
4 41 129.70
4 42 77.46
4 43 109.35
4 44 49.49
4 45 89.35
4 46 135.78
4 47 94.17
4 48 131.48
4 49 83.57
5 0 87.00
5 1 65.90
5 2 15.66
5 3 24.02
5 4 92.51
5 5 0.00
5 6 119.36
5 7 94.67
5 8 83.88
5 9 89.79
5 10 140.75
5 11 71.98
5 12 13.97
5 13 130.32
5 14 39.58
5 15 7.01
5 16 94.07
5 17 76.38
5 18 99.80
5 19 83.46
5 20 144.68
5 21 141.65
5 22 155.78
5 23 74.45
5 24 110.67
5 25 77.74
5 26 86.29
5 27 117.89
5 28 100.48
5 29 16.27
5 30 38.16
5 31 92.73
5 32 112.97
5 33 30.81
