40 3
0 0 0.00
0 1 104.77
0 2 118.74
0 3 62.86
0 4 47.67
0 5 78.55
0 6 81.56
0 7 64.19
0 8 62.78
0 9 87.64
0 10 126.60
0 11 89.20
0 12 93.16
0 13 60.09
0 14 65.13
0 15 68.79
0 16 77.22
0 17 91.66
0 18 92.22
0 19 80.24
0 20 124.98
0 21 43.18
0 22 121.70
0 23 25.62
0 24 98.85
0 25 45.69
0 26 83.16
0 27 44.14
0 28 110.26
0 29 97.23
0 30 13.46
0 31 135.21
0 32 77.82
0 33 63.98
0 34 169.11
0 35 128.15
0 36 148.48
0 37 68.46
0 38 151.44
0 39 154.42
1 0 104.77
1 1 0.00
1 2 68.56
1 3 81.33
1 4 133.62
1 5 38.09
1 6 124.24
1 7 96.92
1 8 95.80
1 9 192.41
1 10 48.86
1 11 88.35
1 12 79.76
1 13 143.19
1 14 39.84
1 15 156.37
1 16 147.67
1 17 86.08
1 18 125.12
1 19 48.99
1 20 92.95
1 21 126.29
1 22 74.45
1 23 88.84
1 24 167.78
1 25 143.50
1 26 62.40
1 27 102.36
1 28 36.68
1 29 63.81
1 30 116.15
1 31 85.47
1 32 34.88
1 33 79.36
1 34 86.00
1 35 81.52
1 36 96.15
1 37 70.14
1 38 46.67
1 39 71.32
2 0 118.74
2 1 68.56
2 2 0.00
2 3 75.96
2 4 79.67
2 5 73.73
2 6 96.97
2 7 76.81
2 8 131.43
2 9 127.84
2 10 51.30
2 11 131.78
2 12 25.58
2 13 178.83
2 14 53.61
2 15 138.08
2 16 110.22
2 17 34.24
2 18 97.41
2 19 75.19
2 20 47.73
2 21 161.92
2 22 74.42
2 23 93.11
2 24 108.43
2 25 75.88
2 26 69.28
2 27 115.65
2 28 80.11
2 29 89.08
2 30 116.23
2 31 46.17
2 32 48.27
2 33 119.94
2 34 50.37
2 35 35.83
2 36 140.34
2 37 65.97
2 38 115.23
2 39 77.59
3 0 62.86
3 1 81.33
3 2 75.96
3 3 0.00
3 4 64.58
3 5 90.96
3 6 42.91
3 7 49.47
3 8 75.55
3 9 123.38
3 10 81.40
3 11 55.82
3 12 77.26
3 13 122.95
3 14 56.07
3 15 87.34
3 16 78.64
3 17 41.72
3 18 43.80
3 19 92.64
3 20 110.26
3 21 106.04
3 22 106.99
3 23 37.23
3 24 86.45
3 25 74.47
3 26 88.48
3 27 59.77
3 28 81.22
3 29 109.63
3 30 60.35
3 31 72.35
3 32 46.89
3 33 43.98
3 34 106.25
3 35 65.29
3 36 160.89
3 37 11.18
3 38 115.70
3 39 91.57
4 0 47.67
4 1 133.62
4 2 79.67
4 3 64.58
4 4 0.00
4 5 103.29
4 6 61.38
4 7 50.36
4 8 83.01
4 9 58.80
4 10 116.35
4 11 118.04
4 12 54.09
4 13 99.15
4 14 93.78
4 15 58.40
4 16 46.05
4 17 52.59
4 18 71.59
4 19 100.48
4 20 77.30
4 21 82.25
4 22 102.81
4 23 44.78
4 24 78.61
4 25 25.45
4 26 96.32
4 27 63.70
4 28 139.11
4 29 117.47
4 30 36.55
4 31 103.00
4 32 98.74
4 33 92.83
4 34 130.04
4 35 89.54
4 36 168.72
4 37 71.38
4 38 180.28
4 39 142.64
5 0 78.55
5 1 38.09
5 2 73.73
5 3 90.96
5 4 103.29
5 5 0.00
5 6 133.87
5 7 66.59
5 8 57.70
5 9 162.08
5 10 81.60
5 11 90.22
5 12 54.73
5 13 105.10
5 14 34.89
5 15 126.04
5 16 117.34
5 17 95.08
5 18 134.75
