30 2
0 0 0.00
0 1 39.22
0 2 127.81
0 3 69.19
0 4 84.85
0 5 40.43
0 6 80.72
0 7 69.57
0 8 87.86
0 9 116.63
0 10 72.37
0 11 92.02
0 12 34.51
0 13 69.59
0 14 81.50
0 15 93.71
0 16 39.05
0 17 113.42
0 18 45.21
0 19 93.32
0 20 72.20
0 21 121.90
0 22 131.26
0 23 176.67
0 24 105.92
0 25 132.34
0 26 151.30
0 27 96.94
0 28 56.70
0 29 20.26
1 0 39.22
1 1 0.00
1 2 103.18
1 3 63.37
1 4 98.60
1 5 79.65
1 6 99.82
1 7 44.94
1 8 50.53
1 9 92.01
1 10 47.74
1 11 67.39
1 12 32.83
1 13 44.96
1 14 56.87
1 15 69.08
1 16 5.64
1 17 88.79
1 18 5.99
1 19 64.51
1 20 47.58
1 21 97.28
1 22 106.64
1 23 152.04
1 24 81.29
1 25 107.71
1 26 126.67
1 27 76.74
1 28 32.08
1 29 48.70
2 0 127.81
2 1 103.18
2 2 0.00
2 3 58.62
2 4 42.95
2 5 88.66
2 6 47.08
2 7 62.19
2 8 136.94
2 9 17.75
2 10 55.44
2 11 127.14
2 12 93.29
2 13 89.03
2 14 106.31
2 15 113.97
2 16 97.53
2 17 74.77
2 18 98.44
2 19 142.39
2 20 91.43
2 21 6.18
2 22 75.62
2 23 54.00
2 24 83.83
2 25 41.15
2 26 62.15
2 27 30.86
2 28 85.34
2 29 107.54
3 0 69.19
3 1 63.37
3 2 58.62
3 3 0.00
3 4 35.23
3 5 30.04
3 6 36.44
3 7 37.27
3 8 112.02
3 9 47.45
3 10 23.80
3 11 102.22
3 12 34.67
3 13 64.11
3 14 81.39
3 15 89.05
3 16 63.20
3 17 49.85
3 18 69.36
3 19 117.48
3 20 66.51
3 21 52.72
3 22 62.07
3 23 107.48
3 24 58.91
3 25 63.15
3 26 82.11
3 27 27.76
3 28 60.42
3 29 48.93
4 0 84.85
4 1 98.60
4 2 42.95
4 3 35.23
4 4 0.00
4 5 45.71
4 6 4.13
4 7 72.50
4 8 147.25
4 9 31.78
4 10 59.03
4 11 137.45
4 12 65.77
4 13 99.34
4 14 116.62
4 15 124.28
4 16 98.43
4 17 85.08
4 18 104.60
4 19 152.71
4 20 101.74
4 21 37.05
4 22 85.93
4 23 91.81
4 24 94.14
4 25 51.46
4 26 72.46
4 27 21.86
4 28 95.65
4 29 64.59
5 0 40.43
5 1 79.65
5 2 88.66
5 3 30.04
5 4 45.71
5 5 0.00
5 6 41.58
5 7 53.55
5 8 128.30
5 9 77.49
