50 3
0 0 0.00
0 1 147.29
0 2 82.16
0 3 129.15
0 4 86.31
0 5 155.50
0 6 66.03
0 7 149.60
0 8 165.25
0 9 130.80
0 10 135.70
0 11 167.34
0 12 132.45
0 13 122.90
0 14 100.07
0 15 97.27
0 16 86.56
0 17 93.49
0 18 123.19
0 19 140.25
0 20 19.12
0 21 13.36
0 22 126.33
0 23 157.63
0 24 136.65
0 25 150.45
0 26 138.18
0 27 99.80
0 28 141.33
0 29 86.64
0 30 107.43
0 31 94.22
0 32 134.48
0 33 161.84
0 34 160.61
0 35 127.66
0 36 91.92
0 37 151.71
0 38 63.83
0 39 141.80
0 40 87.48
0 41 176.43
0 42 134.67
0 43 146.34
0 44 122.91
0 45 72.68
0 46 152.30
0 47 64.11
0 48 97.59
0 49 131.42
1 0 147.29
1 1 0.00
1 2 65.13
1 3 21.77
1 4 83.02
1 5 52.35
1 6 87.75
1 7 88.87
1 8 93.43
1 9 53.75
1 10 13.35
1 11 59.88
1 12 82.72
1 13 82.81
1 14 47.22
1 15 50.02
1 16 60.73
1 17 82.67
1 18 82.64
1 19 48.26
1 20 158.83
1 21 148.81
1 22 84.94
1 23 10.34
1 24 73.66
1 25 4.00
1 26 79.62
1 27 47.49
1 28 50.51
1 29 88.49
1 30 109.27
1 31 73.77
1 32 88.44
1 33 90.90
1 34 89.44
1 35 78.91
1 36 66.93
1 37 59.57
1 38 86.61
1 39 27.82
1 40 78.44
1 41 56.16
1 42 88.26
1 43 51.84
1 44 65.78
1 45 74.61
1 46 100.89
1 47 83.18
1 48 71.64
1 49 29.14
2 0 82.16
2 1 65.13
2 2 0.00
2 3 46.99
2 4 66.02
2 5 73.33
2 6 58.26
2 7 122.62
2 8 127.18
2 9 80.80
2 10 53.53
2 11 85.17
2 12 116.47
2 13 77.52
2 14 17.91
2 15 27.55
2 16 13.56
2 17 116.42
2 18 84.46
2 19 82.01
2 20 93.70
2 21 83.68
2 22 70.89
2 23 75.47
2 24 107.41
2 25 68.29
2 26 113.37
2 27 17.64
2 28 78.56
2 29 122.24
2 30 143.02
2 31 40.02
2 32 105.96
2 33 118.41
2 34 123.19
2 35 86.87
2 36 43.21
2 37 93.32
2 38 21.48
2 39 59.64
2 40 61.43
2 41 94.26
2 42 89.50
2 43 85.58
2 44 96.98
2 45 17.20
2 46 127.42
2 47 26.52
2 48 37.89
2 49 56.50
3 0 129.15
3 1 21.77
3 2 46.99
3 3 0.00
3 4 99.99
3 5 44.92
3 6 92.22
3 7 102.20
3 8 106.77
3 9 60.38
3 10 9.97
3 11 40.28
3 12 99.48
3 13 61.04
3 14 29.08
3 15 31.88
3 16 42.59
3 17 96.01
3 18 64.05
3 19 61.59
3 20 140.69
3 21 130.67
3 22 63.17
3 23 28.48
3 24 87.00
3 25 25.77
3 26 92.95
3 27 29.35
3 28 67.48
3 29 101.82
3 30 122.61
3 31 60.43
3 32 105.41
3 33 98.00
3 34 102.77
3 35 95.87
3 36 53.60
3 37 72.90
3 38 68.47
3 39 20.37
3 40 95.40
3 41 63.28
3 42 105.22
3 43 68.34
3 44 82.75
3 45 56.46
3 46 107.01
3 47 65.04
3 48 58.30
3 49 36.09
4 0 86.31
4 1 83.02
4 2 66.02
4 3 99.99
4 4 0.00
4 5 111.99
4 6 20.28
4 7 82.76
4 8 95.29
4 9 73.23
4 10 90.02
4 11 136.01
4 12 76.61
4 13 97.67
4 14 82.98
4 15 93.57
4 16 72.20
4 17 79.06
4 18 90.85
4 19 70.28
4 20 105.44
4 21 96.09
4 22 109.86
4 23 87.67
4 24 67.55
4 25 80.70
4 26 73.50
4 27 83.46
4 28 71.37
4 29 83.50
4 30 104.01
4 31 103.31
4 32 66.10
4 33 103.81
4 34 90.65
4 35 57.70
4 36 109.23
4 37 81.75
4 38 54.61
4 39 106.76
4 40 4.59
4 41 118.38
4 42 64.71
4 43 76.38
4 44 57.12
4 45 65.59
4 46 100.47
4 47 39.51
4 48 85.08
4 49 73.55
5 0 155.50
5 1 52.35
5 2 73.33
5 3 44.92
5 4 111.99
5 5 0.00
5 6 104.22
5 7 66.49
5 8 61.85
5 9 38.76
5 10 39.00
5 11 24.02
5 12 111.48
5 13 32.60
5 14 68.64
5 15 68.10
5 16 68.93
5 17 85.96
5 18 32.31
5 19 47.26
5 20 167.04
5 21 157.02
5 22 32.59
5 23 48.47
5 24 97.79
5 25 56.35
5 26 87.36
5 27 70.95
5 28 79.48
5 29 103.59
5 30 100.28
5 31 105.35
5 32 117.41
5 33 53.07
5 34 82.40
5 35 107.87
5 36 98.52
5 37 79.30
5 38 94.82
5 39 59.41
5 40 107.40
5 41 20.93
5 42 117.22
5 43 80.34
5 44 94.75
5 45 82.81
5 46 62.08
5 47 91.39
5 48 103.23
5 49 38.45
6 0 66.03
6 1 87.75
6 2 58.26
6 3 92.22
6 4 20.28
6 5 104.22
6 6 0.00
6 7 90.05
6 8 105.71
6 9 71.26
6 10 82.26
6 11 128.24
6 12 74.51
6 13 89.90
6 14 75.21
6 15 85.81
6 16 64.43
6 17 74.46
6 18 83.08
6 19 80.70
6 20 85.15
6 21 75.81
6 22 102.09
6 23 98.09
6 24 77.11
6 25 90.91
6 26 78.64
6 27 75.70
6 28 81.78
6 29 80.27
6 30 101.06
6 31 95.54
6 32 74.94
6 33 102.30
6 34 101.06
6 35 68.12
6 36 101.46
6 37 92.17
6 38 46.84
6 39 98.99
6 40 21.45
6 41 116.88
6 42 75.13
6 43 86.80
6 44 63.37
6 45 57.82
6 46 92.75
6 47 31.74
6 48 79.85
6 49 71.88
7 0 149.60
7 1 88.87
7 2 122.62
7 3 102.20
7 4 82.76
7 5 66.49
7 6 90.05
7 7 0.00
7 8 45.30
7 9 41.82
7 10 94.11
7 11 90.51
7 12 44.99
7 13 52.17
7 14 125.92
7 15 125.38
7 16 110.83
7 17 56.11
7 18 45.35
7 19 40.61
7 20 161.14
7 21 151.11
7 22 64.36
7 23 78.94
7 24 33.55
7 25 87.38
7 26 20.86
7 27 128.23
7 28 48.77
7 29 72.36
7 30 68.77
7 31 162.64
7 32 52.46
7 33 58.31
7 34 26.35
7 35 55.20
7 36 155.80
7 37 44.22
7 38 124.16
7 39 116.69
7 40 85.83
7 41 72.88
7 42 68.92
7 43 47.63
7 44 28.26
7 45 114.47
7 46 51.85
7 47 104.84
7 48 160.51
