30 3
0 0 0.00
0 1 105.71
0 2 52.21
0 3 140.16
0 4 68.09
0 5 127.15
0 6 148.49
0 7 113.00
0 8 110.22
0 9 96.40
0 10 132.65
0 11 17.57
0 12 117.35
0 13 110.09
0 14 107.04
0 15 99.62
0 16 105.15
0 17 124.21
0 18 72.30
0 19 92.96
0 20 117.09
0 21 132.10
0 22 21.53
0 23 113.34
0 24 79.73
0 25 91.69
0 26 135.53
0 27 134.56
0 28 131.15
0 29 95.15
1 0 105.71
1 1 0.00
1 2 81.54
1 3 64.08
1 4 50.33
1 5 52.74
1 6 72.41
1 7 83.96
1 8 27.78
1 9 9.31
1 10 56.57
1 11 92.41
1 12 88.30
1 13 81.04
1 14 183.31
1 15 40.95
1 16 13.87
1 17 86.12
1 18 63.94
1 19 178.27
1 20 88.05
1 21 73.71
1 22 84.18
1 23 84.29
1 24 43.38
1 25 182.07
1 26 33.62
1 27 28.85
1 28 66.97
1 29 44.33
2 0 52.21
2 1 81.54
2 2 0.00
2 3 87.95
2 4 31.21
2 5 74.93
2 6 96.27
2 7 100.40
2 8 86.06
2 9 72.23
2 10 80.44
2 11 68.55
2 12 105.91
2 13 83.90
2 14 101.77
2 15 90.36
2 16 80.98
2 17 114.94
2 18 20.09
2 19 96.72
2 20 100.97
2 21 79.88
2 22 52.83
2 23 96.30
2 24 70.47
2 25 100.53
2 26 111.37
2 27 110.39
2 28 78.94
2 29 85.88
3 0 140.16
3 1 64.08
3 2 87.95
3 3 0.00
3 4 72.08
3 5 35.19
3 6 15.46
3 7 96.55
3 8 79.49
3 9 69.33
3 10 9.58
3 11 156.50
3 12 102.06
3 13 80.05
3 14 138.53
3 15 103.69
3 16 53.91
3 17 111.10
3 18 67.86
3 19 133.49
3 20 97.13
3 21 49.72
3 22 140.78
3 23 92.45
3 24 91.70
3 25 137.29
3 26 84.27
3 27 76.58
3 28 45.97
3 29 105.68
4 0 68.09
4 1 50.33
4 2 31.21
4 3 72.08
4 4 0.00
4 5 59.06
4 6 80.40
4 7 94.96
4 8 54.85
4 9 41.02
4 10 64.56
4 11 84.42
4 12 100.48
4 13 82.68
4 14 132.98
4 15 84.93
4 16 49.77
4 17 109.51
4 18 13.60
4 19 127.93
4 20 95.54
4 21 64.01
4 22 68.70
4 23 90.87
4 24 65.04
4 25 131.74
4 26 80.16
4 27 79.18
4 28 63.06
4 29 80.45
5 0 127.15
5 1 52.74
5 2 74.93
5 3 35.19
5 4 59.06
5 5 0.00
5 6 37.78
5 7 103.73
5 8 44.30
5 9 56.32
5 10 25.61
5 11 143.48
5 12 109.24
5 13 87.23
5 14 153.53
5 15 93.69
5 16 55.88
5 17 118.28
5 18 54.85
5 19 148.48
5 20 104.31
5 21 20.97
5 22 127.76
5 23 99.63
5 24 78.69
5 25 152.29
5 26 59.61
5 27 58.63
5 28 14.23
5 29 92.66
6 0 148.49
6 1 72.41
6 2 96.27
6 3 15.46
