40 3
0 0 0.00
0 1 125.43
0 2 73.00
0 3 148.86
0 4 69.41
0 5 68.44
0 6 90.15
0 7 114.87
0 8 137.35
0 9 10.26
0 10 166.72
0 11 60.29
0 12 111.46
0 13 57.47
0 14 66.02
0 15 162.47
0 16 70.16
0 17 181.74
0 18 131.02
0 19 164.57
0 20 71.32
0 21 79.41
0 22 134.41
0 23 23.14
0 24 104.24
0 25 76.91
0 26 63.11
0 27 150.89
0 28 48.12
0 29 121.38
0 30 176.41
0 31 104.13
0 32 68.18
0 33 122.81
0 34 37.43
0 35 69.12
0 36 67.05
0 37 136.13
0 38 73.82
0 39 117.42
1 0 125.43
1 1 0.00
1 2 112.83
1 3 140.71
1 4 71.11
1 5 160.00
1 6 215.58
1 7 106.71
1 8 129.20
1 9 135.69
1 10 158.57
1 11 173.93
1 12 175.41
1 13 164.06
1 14 139.22
1 15 173.80
1 16 143.97
1 17 110.36
1 18 57.98
1 19 89.20
1 20 157.51
1 21 191.93
1 22 154.59
1 23 102.29
1 24 137.73
1 25 111.89
1 26 145.56
1 27 153.67
1 28 164.95
1 29 192.33
1 30 80.42
1 31 165.19
1 32 165.79
1 33 116.15
1 34 134.96
1 35 194.55
1 36 159.30
1 37 129.28
1 38 133.78
1 39 164.79
2 0 73.00
2 1 112.83
2 2 0.00
2 3 128.58
2 4 44.09
2 5 141.43
2 6 107.54
2 7 65.49
2 8 87.98
2 9 82.06
2 10 165.32
2 11 70.60
2 12 99.68
2 13 54.16
2 14 84.63
2 15 113.09
2 16 143.15
2 17 187.97
2 18 137.25
2 19 170.80
2 20 100.87
2 21 152.41
2 22 160.95
2 23 65.18
2 24 110.47
2 25 83.14
2 26 104.21
2 27 101.51
2 28 109.29
2 29 84.29
2 30 182.64
2 31 108.40
2 32 100.95
2 33 85.47
2 34 35.57
2 35 99.32
2 36 127.69
2 37 86.76
2 38 132.17
2 39 112.84
3 0 148.86
3 1 140.71
3 2 128.58
3 3 0.00
3 4 95.90
3 5 131.65
3 6 117.53
3 7 92.83
3 8 73.01
3 9 144.23
3 10 36.74
