50 3
0 0 0.00
0 1 69.88
0 2 138.81
0 3 113.55
0 4 91.66
0 5 78.64
0 6 124.35
0 7 112.64
0 8 112.28
0 9 130.96
0 10 180.53
0 11 86.47
0 12 39.51
0 13 88.47
0 14 131.95
0 15 130.03
0 16 50.51
0 17 156.57
0 18 150.41
0 19 81.94
0 20 35.40
0 21 65.44
0 22 64.80
0 23 102.68
0 24 190.02
0 25 57.10
0 26 102.54
0 27 82.01
0 28 149.53
0 29 99.64
0 30 94.84
0 31 51.11
0 32 12.89
0 33 143.37
0 34 58.76
0 35 42.92
0 36 121.97
0 37 54.60
0 38 88.75
0 39 88.75
0 40 86.38
0 41 109.72
0 42 113.11
0 43 129.09
0 44 123.85
0 45 148.12
0 46 83.33
0 47 94.48
0 48 97.79
0 49 106.92
1 0 69.88
1 1 0.00
1 2 98.90
1 3 70.61
1 4 51.75
1 5 41.77
1 6 102.36
1 7 127.36
1 8 68.63
1 9 91.06
1 10 140.62
1 11 95.44
1 12 98.04
1 13 81.19
1 14 92.04
1 15 68.50
1 16 76.65
1 17 140.45
1 18 110.50
1 19 29.46
1 20 34.47
1 21 95.97
1 22 41.64
1 23 91.79
1 24 150.12
1 25 107.23
1 26 123.54
1 27 103.01
1 28 158.50
1 29 78.64
1 30 133.08
1 31 18.77
1 32 65.49
1 33 145.56
1 34 63.75
1 35 100.12
1 36 130.94
1 37 69.43
1 38 109.75
1 39 48.01
1 40 86.46
1 41 118.68
1 42 122.08
1 43 140.36
1 44 57.00
1 45 108.21
1 46 69.18
1 47 56.11
1 48 57.88
1 49 115.89
2 0 138.81
2 1 98.90
2 2 0.00
2 3 64.70
2 4 75.49
2 5 89.96
2 6 104.86
2 7 139.52
2 8 81.16
2 9 43.29
2 10 41.72
2 11 102.23
2 12 127.18
2 13 111.04
2 14 62.34
2 15 81.67
2 16 105.78
2 17 114.26
2 18 45.15
2 19 70.61
2 20 121.08
2 21 125.11
2 22 79.53
2 23 120.93
2 24 78.41
2 25 136.36
2 26 110.03
2 27 100.76
2 28 132.30
2 29 122.21
2 30 162.22
2 31 103.42
2 32 145.71
2 33 119.37
2 34 147.30
2 35 129.26
2 36 122.99
2 37 98.57
2 38 94.72
2 39 55.60
2 40 72.32
2 41 132.02
2 42 95.89
2 43 169.49
2 44 52.39
2 45 51.05
2 46 55.47
2 47 44.33
2 48 41.02
2 49 97.25
3 0 113.55
3 1 70.61
3 2 64.70
3 3 0.00
3 4 90.03
3 5 89.67
3 6 119.40
3 7 154.05
3 8 16.46
3 9 58.19
3 10 70.02
3 11 116.77
3 12 141.72
3 13 77.53
3 14 21.43
3 15 16.97
3 16 120.32
3 17 95.29
3 18 39.90
3 19 61.30
3 20 92.78
3 21 139.64
3 22 65.26
3 23 135.46
3 24 104.77
3 25 150.90
3 26 144.67
3 27 124.14
3 28 119.94
3 29 65.84
3 30 176.75
3 31 75.12
3 32 117.41
3 33 128.21
3 34 119.01
3 35 143.80
3 36 137.53
3 37 113.11
3 38 130.88
3 39 24.80
3 40 107.59
3 41 146.56
3 42 96.97
3 43 184.03
3 44 36.22
