10 3
0 0 0.00
0 1 137.31
0 2 20.13
0 3 84.76
0 4 127.99
0 5 88.70
0 6 81.22
0 7 117.48
0 8 15.91
0 9 24.52
1 0 137.31
1 1 0.00
1 2 156.46
1 3 57.87
1 4 25.04
1 5 57.70
1 6 65.45
1 7 19.85
1 8 142.05
1 9 161.83
2 0 20.13
2 1 156.46
2 2 0.00
2 3 98.58
2 4 148.11
2 5 98.76
2 6 101.35
2 7 137.61
2 8 14.41
2 9 16.35
3 0 84.76
3 1 57.87
3 2 98.58
3 3 0.00
3 4 49.53
3 5 10.41
3 6 25.83
3 7 39.03
3 8 86.06
3 9 109.28
4 0 127.99
4 1 25.04
4 2 148.11
4 3 49.53
4 4 0.00
4 5 49.35
4 6 46.76
4 7 14.55
4 8 133.71
4 9 137.10
5 0 88.70
5 1 57.70
5 2 98.76
5 3 10.41
5 4 49.35
5 5 0.00
5 6 19.18
5 7 38.85
5 8 90.01
5 9 113.22
6 0 81.22
6 1 65.45
6 2 101.35
6 3 25.83
6 4 46.76
6 5 19.18
6 6 0.00
6 7 45.61
6 8 86.94
6 9 96.37
7 0 117.48
7 1 19.85
7 2 137.61
7 3 39.03
7 4 14.55
7 5 38.85
7 6 45.61
7 7 0.00
7 8 123.21
7 9 141.98
8 0 15.91
8 1 142.05
8 2 14.41
8 3 86.06
8 4 133.71
8 5 90.01
8 6 86.94
8 7 123.21
8 8 0.00
8 9 23.21
9 0 24.52
9 1 161.83
9 2 16.35
9 3 109.28
9 4 137.10
9 5 113.22
9 6 96.37
9 7 141.98
9 8 23.21
9 9 0.00
