20 3
0 0 0.00
0 1 128.37
0 2 135.03
0 3 105.46
0 4 9.78
0 5 93.34
0 6 90.68
0 7 128.39
0 8 107.76
0 9 92.65
0 10 75.35
0 11 122.53
0 12 112.47
0 13 114.35
0 14 56.24
0 15 20.08
0 16 62.27
0 17 20.74
0 18 96.22
0 19 109.72
1 0 128.37
1 1 0.00
1 2 10.91
1 3 166.48
1 4 138.15
1 5 114.34
1 6 109.40
1 7 123.72
1 8 122.10
1 9 105.71
1 10 116.72
1 11 7.50
1 12 126.68
1 13 175.37
1 14 109.14
1 15 127.41
1 16 116.58
1 17 145.58
1 18 157.24
1 19 170.74
2 0 135.03
2 1 10.91
2 2 0.00
2 3 157.91
2 4 144.81
2 5 121.00
2 6 116.06
2 7 115.15
2 8 113.53
2 9 112.37
2 10 108.15
2 11 12.50
2 12 118.12
2 13 166.80
2 14 100.58
2 15 134.07
2 16 108.01
2 17 152.24
2 18 148.68
2 19 162.17
3 0 105.46
3 1 166.48
3 2 157.91
3 3 0.00
3 4 96.45
3 5 84.43
3 6 91.66
3 7 87.47
3 8 77.31
3 9 87.36
3 10 54.70
3 11 165.91
3 12 68.52
3 13 14.17
3 14 57.33
3 15 97.06
3 16 52.17
3 17 94.17
3 18 22.28
3 19 8.35
4 0 9.78
4 1 138.15
4 2 144.81
4 3 96.45
4 4 0.00
4 5 100.57
4 6 97.90
4 7 135.61
4 8 114.98
4 9 99.88
4 10 82.58
4 11 132.31
4 12 119.69
4 13 105.41
4 14 63.47
4 15 13.63
4 16 69.49
4 17 11.73
4 18 94.19
4 19 100.71
5 0 93.34
5 1 114.34
5 2 121.00
5 3 84.43
5 4 100.57
5 5 0.00
5 6 7.23
5 7 75.46
5 8 84.31
5 9 8.63
5 10 88.73
5 11 108.49
5 12 75.40
5 13 93.32
5 14 89.76
5 15 104.07
5 16 99.14
5 17 103.51
5 18 85.21
5 19 88.69
6 0 90.68
6 1 109.40
6 2 116.06
6 3 91.66
6 4 97.90
6 5 7.23
6 6 0.00
6 7 75.09
6 8 83.94
6 9 6.02
6 10 88.36
6 11 103.56
6 12 75.03
6 13 100.56
6 14 89.39
6 15 101.40
6 16 98.77
6 17 100.84
6 18 84.84
6 19 95.93
7 0 128.39
7 1 123.72
7 2 115.15
7 3 87.47
7 4 135.61
7 5 75.46
7 6 75.09
7 7 0.00
7 8 20.63
7 9 69.07
7 10 53.04
7 11 123.16
7 12 18.95
7 13 88.06
7 14 72.15
7 15 139.12
7 16 66.13
7 17 138.55
7 18 65.20
7 19 95.83
8 0 107.76
8 1 122.10
8 2 113.53
8 3 77.31
8 4 114.98
8 5 84.31
8 6 83.94
8 7 20.63
8 8 0.00
8 9 77.93
8 10 32.40
8 11 121.54
8 12 8.91
8 13 77.89
8 14 51.51
8 15 118.48
8 16 45.49
8 17 117.92
8 18 55.03
8 19 85.66
9 0 92.65
9 1 105.71
9 2 112.37
9 3 87.36
9 4 99.88
9 5 8.63
9 6 6.02
9 7 69.07
9 8 77.93
9 9 0.00
9 10 82.34
9 11 99.87
9 12 69.01
9 13 96.26
9 14 83.38
9 15 103.38
9 16 92.75
9 17 102.81
9 18 78.82
9 19 91.62
10 0 75.35
10 1 116.72
10 2 108.15
10 3 54.70
10 4 82.58
10 5 88.73
10 6 88.36
10 7 53.04
10 8 32.40
10 9 82.34
10 10 0.00
10 11 116.16
10 12 37.11
10 13 58.65
10 14 19.11
10 15 86.08
10 16 13.09
10 17 85.51
10 18 40.52
10 19 63.06
11 0 122.53
11 1 7.50
11 2 12.50
11 3 165.91
11 4 132.31
11 5 108.49
11 6 103.56
11 7 123.16
11 8 121.54
11 9 99.87
11 10 116.16
11 11 0.00
11 12 126.12
11 13 174.81
11 14 108.58
11 15 121.57
11 16 116.02
11 17 139.74
11 18 156.68
11 19 170.18
12 0 112.47
12 1 126.68
12 2 118.12
12 3 68.52
12 4 119.69
12 5 75.40
12 6 75.03
12 7 18.95
12 8 8.91
12 9 69.01
12 10 37.11
12 11 126.12
12 12 0.00
12 13 69.10
12 14 56.22
12 15 123.19
12 16 50.20
12 17 122.63
12 18 46.24
12 19 76.87
13 0 114.35
13 1 175.37
13 2 166.80
13 3 14.17
13 4 105.41
13 5 93.32
13 6 100.56
13 7 88.06
13 8 77.89
13 9 96.26
13 10 58.65
13 11 174.81
13 12 69.10
13 13 0.00
13 14 66.23
13 15 108.91
13 16 58.79
13 17 108.35
13 18 22.86
13 19 13.03
14 0 56.24
14 1 109.14
14 2 100.58
