20 3
0 0 0.00
0 1 118.28
0 2 61.32
0 3 63.66
0 4 69.21
0 5 154.18
0 6 123.26
0 7 81.01
0 8 73.43
0 9 131.80
0 10 108.29
0 11 60.17
0 12 35.02
0 13 154.44
0 14 46.06
0 15 93.97
0 16 76.20
0 17 97.39
0 18 60.79
0 19 144.02
1 0 118.28
1 1 0.00
1 2 84.75
1 3 56.69
1 4 148.82
1 5 136.41
1 6 42.78
1 7 158.04
1 8 60.66
1 9 114.76
1 10 105.53
1 11 136.81
1 12 112.77
1 13 136.03
1 14 125.66
1 15 112.38
1 16 131.79
1 17 78.97
1 18 57.49
1 19 123.75
2 0 61.32
2 1 84.75
2 2 0.00
2 3 73.51
2 4 119.95
2 5 101.05
2 6 104.25
2 7 142.33
2 8 134.75
2 9 95.23
2 10 55.16
2 11 98.92
2 12 96.34
2 13 215.76
2 14 87.78
2 15 39.11
2 16 137.52
2 17 158.71
2 18 27.26
2 19 98.76
3 0 63.66
3 1 56.69
3 2 73.51
3 3 0.00
3 4 92.13
3 5 125.64
3 6 59.60
3 7 101.35
3 8 68.94
3 9 103.25
3 10 99.31
3 11 80.12
3 12 58.15
3 13 142.25
3 14 68.98
3 15 106.16
3 16 75.10
3 17 85.19
3 18 50.95
3 19 115.47
4 0 69.21
4 1 148.82
4 2 119.95
4 3 92.13
4 4 0.00
4 5 95.58
4 6 106.04
4 7 22.38
4 8 100.75
4 9 80.75
4 10 145.75
4 11 48.03
4 12 60.07
4 13 95.81
4 14 48.53
4 15 152.60
4 16 47.29
4 17 93.55
4 18 121.84
4 19 85.42
5 0 154.18
5 1 136.41
5 2 101.05
5 3 125.64
5 4 95.58
5 5 0.00
5 6 110.68
5 7 98.28
5 8 194.58
5 9 22.39
5 10 97.70
5 11 94.39
5 12 155.66
5 13 145.64
5 14 123.19
5 15 104.56
5 16 142.87
5 17 189.14
5 18 109.44
5 19 58.27
6 0 123.26
6 1 42.78
6 2 104.25
6 3 59.60
6 4 106.04
6 5 110.68
6 6 0.00
6 7 115.26
6 8 83.90
6 9 88.29
6 10 130.04
6 11 109.69
6 12 117.75
6 13 111.51
6 14 123.77
6 15 136.90
6 16 89.01
6 17 78.46
6 18 81.68
6 19 100.51
7 0 81.01
7 1 158.04
7 2 142.33
7 3 101.35
7 4 22.38
7 5 98.28
7 6 115.26
7 7 0.00
7 8 109.98
7 9 75.90
7 10 168.12
7 11 70.41
7 12 57.37
7 13 73.43
7 14 66.45
7 15 174.98
7 16 44.59
7 17 98.27
7 18 131.07
7 19 94.19
8 0 73.43
8 1 60.66
8 2 134.75
8 3 68.94
8 4 100.75
8 5 194.58
8 6 83.90
8 7 109.98
8 8 0.00
8 9 172.19
8 10 160.55
8 11 100.57
8 12 59.58
8 13 81.01
8 14 77.60
8 15 167.40
8 16 83.73
8 17 23.95
8 18 112.19
8 19 184.41
9 0 131.80
9 1 114.76
9 2 95.23
9 3 103.25
9 4 80.75
9 5 22.39
9 6 88.29
9 7 75.90
9 8 172.19
9 9 0.00
9 10 119.24
9 11 115.20
9 12 133.27
9 13 123.25
9 14 129.28
9 15 126.10
9 16 120.48
9 17 166.75
9 18 87.79
9 19 45.31
10 0 108.29
10 1 105.53
10 2 55.16
10 3 99.31
10 4 145.75
10 5 97.70
10 6 130.04
10 7 168.12
10 8 160.55
10 9 119.24
10 10 0.00
10 11 97.72
10 12 122.13
10 13 241.56
10 14 101.67
10 15 28.46
10 16 163.32
10 17 184.50
10 18 61.38
10 19 76.52
11 0 60.17
11 1 136.81
11 2 98.92
11 3 80.12
11 4 48.03
11 5 94.39
11 6 109.69
11 7 70.41
11 8 100.57
11 9 115.20
11 10 97.72
11 11 0.00
11 12 61.65
11 13 143.84
11 14 29.18
