30 2
0 0 0.00
0 1 22.74
0 2 78.13
0 3 22.20
0 4 56.87
0 5 6.28
0 6 25.41
0 7 34.19
0 8 23.85
0 9 51.58
0 10 61.56
0 11 31.49
0 12 26.81
0 13 24.66
0 14 51.10
0 15 23.05
0 16 47.01
0 17 17.18
0 18 16.60
0 19 44.36
0 20 29.01
0 21 85.84
0 22 44.70
0 23 49.89
0 24 33.41
0 25 89.74
0 26 18.50
0 27 48.65
0 28 36.66
0 29 26.15
1 0 22.74
1 1 0.00
1 2 68.86
1 3 2.93
1 4 47.60
1 5 29.01
1 6 41.96
1 7 56.20
1 8 42.05
1 9 42.31
1 10 52.29
1 11 8.76
1 12 49.55
1 13 47.40
1 14 41.83
1 15 4.01
1 16 37.16
1 17 35.84
1 18 33.74
1 19 67.09
1 20 6.27
1 21 76.57
1 22 37.67
1 23 58.81
1 24 10.68
1 25 80.47
1 26 40.99
1 27 39.38
1 28 45.93
1 29 48.89
2 0 78.13
2 1 68.86
2 2 0.00
2 3 65.93
2 4 61.72
2 5 81.55
2 6 52.72
2 7 43.94
2 8 101.98
2 9 43.28
2 10 58.13
2 11 74.67
2 12 86.69
2 13 86.34
2 14 48.29
2 15 72.86
2 16 70.85
2 17 95.31
2 18 61.52
2 19 34.18
2 20 64.33
2 21 7.71
2 22 33.43
2 23 28.23
2 24 76.61
2 25 11.62
2 26 59.62
2 27 60.98
2 28 114.79
2 29 75.36
3 0 22.20
3 1 2.93
3 2 65.93
3 3 0.00
3 4 44.67
3 5 28.48
3 6 41.43
3 7 55.67
3 8 41.52
3 9 39.38
3 10 49.36
3 11 9.29
3 12 49.02
3 13 46.86
3 14 38.90
3 15 6.93
3 16 34.23
3 17 35.30
3 18 33.21
3 19 66.56
3 20 6.81
3 21 73.64
3 22 37.14
3 23 58.27
3 24 11.21
3 25 77.55
3 26 40.46
3 27 36.45
3 28 48.86
3 29 48.35
4 0 56.87
4 1 47.60
4 2 61.72
4 3 44.67
4 4 0.00
4 5 60.30
4 6 57.11
4 7 71.34
4 8 80.72
4 9 18.44
4 10 4.69
4 11 53.41
4 12 65.44
4 13 65.08
4 14 13.42
4 15 51.61
4 16 10.44
4 17 74.06
4 18 48.88
4 19 82.24
4 20 43.07
4 21 68.32
4 22 52.81
4 23 73.95
4 24 55.35
4 25 72.19
4 26 56.13
4 27 8.22
4 28 93.53
4 29 64.03
5 0 6.28
5 1 29.01
5 2 81.55
5 3 28.48
5 4 60.30
5 5 0.00
5 6 28.83
5 7 37.61
5 8 20.43
5 9 55.01
5 10 64.99
5 11 37.77
5 12 20.54
5 13 18.38
5 14 54.52
5 15 29.32
5 16 53.29
5 17 13.76
5 18 20.03
5 19 47.37
5 20 35.29
5 21 89.26
5 22 48.12
5 23 53.32
5 24 39.69
5 25 93.17
5 26 21.93
5 27 52.07
5 28 33.24
5 29 19.87
6 0 25.41
6 1 41.96
6 2 52.72
6 3 41.43
6 4 57.11
6 5 28.83
6 6 0.00
6 7 14.24
6 8 49.26
6 9 38.67
6 10 53.52
6 11 50.72
6 12 33.98
6 13 33.62
6 14 43.68
6 15 42.27
6 16 66.24
6 17 42.59
6 18 8.81
6 19 25.13
6 20 48.23
6 21 60.43
6 22 19.29
6 23 24.48
6 24 52.64
6 25 64.33
6 26 6.91
6 27 56.37
6 28 62.07
6 29 22.64
7 0 34.19
7 1 56.20
7 2 43.94
7 3 55.67
7 4 71.34
7 5 37.61
7 6 14.24
7 7 0.00
7 8 58.04
7 9 52.91
7 10 67.76
7 11 64.96
7 12 42.75
7 13 42.40
7 14 57.92
7 15 56.51
7 16 80.48
7 17 51.37
7 18 22.46
7 19 10.89
7 20 62.47
7 21 51.65
7 22 18.53
7 23 15.70
7 24 66.88
7 25 55.56
7 26 15.68
7 27 70.61
7 28 70.85
7 29 31.42
8 0 23.85
8 1 42.05
8 2 101.98
8 3 41.52
8 4 80.72
8 5 20.43
8 6 49.26
8 7 58.04
8 8 0.00
8 9 75.43
8 10 85.41
8 11 50.81
8 12 15.28
8 13 15.64
8 14 74.95
8 15 42.36
8 16 70.28
8 17 6.67
8 18 40.45
8 19 67.79
8 20 48.32
8 21 109.69
8 22 68.55
8 23 73.74
8 24 52.73
8 25 113.59
8 26 42.35
8 27 72.50
8 28 12.81
8 29 26.62
9 0 51.58
9 1 42.31
9 2 43.28
9 3 39.38
9 4 18.44
9 5 55.01
9 6 38.67
9 7 52.91
9 8 75.43
9 9 0.00
9 10 14.85
9 11 48.12
9 12 60.15
9 13 59.79
9 14 5.01
9 15 46.32
9 16 27.57
9 17 68.77
9 18 34.98
9 19 63.80
9 20 37.78
9 21 49.88
9 22 34.38
9 23 55.52
9 24 50.06
9 25 53.75
9 26 37.70
9 27 17.70
9 28 88.24
9 29 48.81
10 0 61.56
10 1 52.29
10 2 58.13
10 3 49.36
10 4 4.69
10 5 64.99
10 6 53.52
10 7 67.76
10 8 85.41
10 9 14.85
10 10 0.00
10 11 58.10
10 12 70.13
10 13 69.77
10 14 10.46
10 15 56.30
10 16 15.13
10 17 78.75
10 18 45.30
10 19 78.65
10 20 47.76
10 21 64.73
10 22 49.23
10 23 70.37
10 24 60.04
10 25 68.60
10 26 52.55
10 27 12.91
10 28 98.22
10 29 60.44
11 0 31.49
11 1 8.76
11 2 74.67
11 3 9.29
11 4 53.41
11 5 37.77
11 6 50.72
11 7 64.96
11 8 50.81
11 9 48.12
11 10 58.10
11 11 0.00
11 12 58.31
11 13 56.16
11 14 47.64
11 15 8.45
11 16 42.97
11 17 44.59
11 18 42.50
11 19 75.85
11 20 10.34
11 21 82.38
11 22 46.43
11 23 67.57
11 24 1.94
11 25 86.28
11 26 49.75
11 27 45.19
11 28 49.76
11 29 57.64
12 0 26.81
12 1 49.55
12 2 86.69
12 3 49.02
12 4 65.44
12 5 20.54
12 6 33.98
12 7 42.75
12 8 15.28
12 9 60.15
12 10 70.13
12 11 58.31
12 12 0.00
12 13 2.15
12 14 59.66
12 15 49.86
12 16 73.83
12 17 13.72
12 18 25.17
12 19 52.51
12 20 55.82
12 21 94.41
12 22 53.26
12 23 58.46
12 24 60.23
12 25 98.31
12 26 27.07
12 27 63.96
12 28 28.09
12 29 11.34
13 0 24.66
13 1 47.40
13 2 86.34
13 3 46.86
13 4 65.08
13 5 18.38
13 6 33.62
13 7 42.40
13 8 15.64
13 9 59.79
13 10 69.77
13 11 56.16
13 12 2.15
13 13 0.00
13 14 59.31
13 15 47.71
13 16 71.68
13 17 11.56
13 18 24.81
13 19 52.15
13 20 53.67
13 21 94.05
13 22 52.91
13 23 58.10
13 24 58.08
13 25 97.95
13 26 26.71
13 27 61.81
13 28 28.45
13 29 10.98
14 0 51.10
14 1 41.83
14 2 48.29
14 3 38.90
14 4 13.42
14 5 54.52
14 6 43.68
14 7 57.92
14 8 74.95
14 9 5.01
14 10 10.46
14 11 47.64
14 12 59.66
14 13 59.31
14 14 0.00
14 15 45.83
14 16 22.56
14 17 68.28
14 18 35.46
14 19 68.81
14 20 37.30
14 21 54.89
14 22 39.39
14 23 60.53
14 24 49.58
14 25 58.76
14 26 42.71
14 27 12.69
14 28 87.76
14 29 50.61
15 0 23.05
15 1 4.01
15 2 72.86
15 3 6.93
15 4 51.61
15 5 29.32
15 6 42.27
15 7 56.51
15 8 42.36
15 9 46.32
15 10 56.30
15 11 8.45
15 12 49.86
15 13 47.71
15 14 45.83
15 15 0.00
15 16 41.17
15 17 36.15
15 18 34.05
15 19 67.40
15 20 8.53
15 21 80.57
15 22 39.43
15 23 59.12
15 24 10.37
15 25 84.48
15 26 41.30
15 27 43.39
15 28 41.93
15 29 49.20
16 0 47.01
16 1 37.16
16 2 70.85
16 3 34.23
16 4 10.44
16 5 53.29
16 6 66.24
16 7 80.48
16 8 70.28
16 9 27.57
16 10 15.13
16 11 42.97
16 12 73.83
16 13 71.68
16 14 22.56
16 15 41.17
16 16 0.00
16 17 63.62
16 18 58.02
16 19 91.37
16 20 32.63
16 21 77.45
16 22 61.95
16 23 83.09
16 24 44.91
16 25 81.32
16 26 65.27
16 27 9.87
16 28 83.09
16 29 73.17
17 0 17.18
17 1 35.84
17 2 95.31
17 3 35.30
17 4 74.06
17 5 13.76
17 6 42.59
17 7 51.37
17 8 6.67
17 9 68.77
17 10 78.75
17 11 44.59
17 12 13.72
17 13 11.56
17 14 68.28
17 15 36.15
17 16 63.62
17 17 0.00
17 18 33.79
17 19 61.13
17 20 42.11
17 21 103.02
17 22 61.88
17 23 67.08
17 24 46.51
17 25 106.93
17 26 35.69
17 27 65.84
17 28 19.48
17 29 19.95
18 0 16.60
18 1 33.74
18 2 61.52
18 3 33.21
18 4 48.88
18 5 20.03
18 6 8.81
18 7 22.46
18 8 40.45
18 9 34.98
18 10 45.30
18 11 42.50
18 12 25.17
18 13 24.81
18 14 35.46
18 15 34.05
18 16 58.02
18 17 33.79
18 18 0.00
18 19 33.35
18 20 40.01
18 21 69.24
18 22 28.10
18 23 33.29
18 24 44.42
18 25 73.14
18 26 7.25
18 27 48.15
18 28 53.26
18 29 15.15
19 0 44.36
19 1 67.09
19 2 34.18
19 3 66.56
19 4 82.24
19 5 47.37
19 6 25.13
19 7 10.89
19 8 67.79
19 9 63.80
19 10 78.65
19 11 75.85
19 12 52.51
19 13 52.15
19 14 68.81
19 15 67.40
19 16 91.37
19 17 61.13
19 18 33.35
19 19 0.00
19 20 73.37
19 21 41.90
19 22 29.42
19 23 8.29
19 24 77.77
19 25 45.80
19 26 26.11
19 27 81.50
19 28 80.60
19 29 41.17
20 0 29.01
20 1 6.27
20 2 64.33
20 3 6.81
20 4 43.07
20 5 35.29
20 6 48.23
20 7 62.47
20 8 48.32
20 9 37.78
20 10 47.76
20 11 10.34
20 12 55.82
20 13 53.67
20 14 37.30
20 15 8.53
20 16 32.63
20 17 42.11
20 18 40.01
20 19 73.37
20 20 0.00
20 21 72.04
20 22 43.94
20 23 65.08
20 24 12.28
20 25 75.94
20 26 47.26
20 27 34.85
20 28 50.46
20 29 55.16
21 0 85.84
21 1 76.57
21 2 7.71
21 3 73.64
21 4 68.32
21 5 89.26
21 6 60.43
21 7 51.65
21 8 109.69
21 9 49.88
21 10 64.73
21 11 82.38
21 12 94.41
21 13 94.05
21 14 54.89
21 15 80.57
21 16 77.45
21 17 103.02
21 18 69.24
21 19 41.90
21 20 72.04
21 21 0.00
21 22 41.14
21 23 35.95
21 24 84.32
21 25 3.90
21 26 67.34
21 27 67.58
21 28 122.50
21 29 83.07
22 0 44.70
22 1 37.67
22 2 33.43
22 3 37.14
22 4 52.81
22 5 48.12
22 6 19.29
22 7 18.53
22 8 68.55
22 9 34.38
22 10 49.23
22 11 46.43
22 12 53.26
22 13 52.91
22 14 39.39
22 15 39.43
22 16 61.95
22 17 61.88
22 18 28.10
22 19 29.42
22 20 43.94
22 21 41.14
22 22 0.00
22 23 21.14
22 24 48.35
22 25 45.05
22 26 26.19
22 27 52.08
22 28 81.36
22 29 41.93
23 0 49.89
23 1 58.81
23 2 28.23
23 3 58.27
23 4 73.95
23 5 53.32
23 6 24.48
23 7 15.70
23 8 73.74
23 9 55.52
23 10 70.37
23 11 67.57
23 12 58.46
23 13 58.10
23 14 60.53
23 15 59.12
23 16 83.09
23 17 67.08
23 18 33.29
23 19 8.29
23 20 65.08
23 21 35.95
23 22 21.14
23 23 0.00
23 24 69.49
23 25 39.85
23 26 31.39
23 27 73.22
23 28 86.55
23 29 47.12
24 0 33.41
24 1 10.68
24 2 76.61
24 3 11.21
24 4 55.35
24 5 39.69
24 6 52.64
24 7 66.88
24 8 52.73
24 9 50.06
24 10 60.04
24 11 1.94
24 12 60.23
24 13 58.08
24 14 49.58
24 15 10.37
24 16 44.91
24 17 46.51
24 18 44.42
24 19 77.77
24 20 12.28
24 21 84.32
24 22 48.35
24 23 69.49
24 24 0.00
24 25 88.23
24 26 51.67
24 27 47.13
24 28 51.68
24 29 59.56
25 0 89.74
25 1 80.47
25 2 11.62
25 3 77.55
25 4 72.19
25 5 93.17
25 6 64.33
25 7 55.56
25 8 113.59
25 9 53.75
25 10 68.60
25 11 86.28
25 12 98.31
25 13 97.95
25 14 58.76
25 15 84.48
25 16 81.32
25 17 106.93
25 18 73.14
25 19 45.80
25 20 75.94
25 21 3.90
25 22 45.05
25 23 39.85
25 24 88.23
25 25 0.00
25 26 71.24
25 27 71.45
25 28 126.40
25 29 86.97
26 0 18.50
26 1 40.99
26 2 59.62
26 3 40.46
26 4 56.13
26 5 21.93
26 6 6.91
26 7 15.68
26 8 42.35
26 9 37.70
26 10 52.55
26 11 49.75
26 12 27.07
26 13 26.71
26 14 42.71
26 15 41.30
26 16 65.27
26 17 35.69
26 18 7.25
26 19 26.11
26 20 47.26
26 21 67.34
26 22 26.19
26 23 31.39
26 24 51.67
26 25 71.24
26 26 0.00
26 27 55.40
26 28 55.16
26 29 15.73
27 0 48.65
27 1 39.38
27 2 60.98
27 3 36.45
27 4 8.22
27 5 52.07
