10 3
0 0 0.00
0 1 87.75
0 2 104.44
0 3 51.84
0 4 110.29
0 5 73.76
0 6 126.51
0 7 76.10
0 8 100.46
0 9 72.40
1 0 87.75
1 1 0.00
1 2 112.53
1 3 139.58
1 4 61.35
1 5 81.84
1 6 134.60
1 7 57.68
1 8 164.35
1 9 86.25
2 0 104.44
2 1 112.53
2 2 0.00
2 3 79.59
2 4 102.88
2 5 30.69
2 6 27.78
2 7 56.91
2 8 84.01
2 9 38.12
3 0 51.84
3 1 139.58
3 2 79.59
3 3 0.00
3 4 162.12
3 5 69.36
3 6 81.58
3 7 100.15
3 8 55.53
3 9 53.34
4 0 110.29
4 1 61.35
4 2 102.88
4 3 162.12
4 4 0.00
4 5 92.77
4 6 129.08
4 7 61.98
4 8 186.89
4 9 108.79
5 0 73.76
5 1 81.84
5 2 30.69
5 3 69.36
5 4 92.77
5 5 0.00
5 6 52.76
5 7 30.79
5 8 94.12
5 9 18.22
6 0 126.51
6 1 134.60
6 2 27.78
6 3 81.58
6 4 129.08
6 5 52.76
6 6 0.00
6 7 78.98
6 8 65.53
6 9 54.11
7 0 76.10
7 1 57.68
7 2 56.91
7 3 100.15
7 4 61.98
7 5 30.79
7 6 78.98
7 7 0.00
7 8 124.91
7 9 46.81
8 0 100.46
8 1 164.35
8 2 84.01
8 3 55.53
8 4 186.89
8 5 94.12
8 6 65.53
8 7 124.91
8 8 0.00
8 9 78.10
9 0 72.40
9 1 86.25
9 2 38.12
9 3 53.34
9 4 108.79
9 5 18.22
9 6 54.11
9 7 46.81
9 8 78.10
9 9 0.00
