40 2
0 0 0.00
0 1 87.04
0 2 14.26
0 3 101.39
0 4 34.45
0 5 22.31
0 6 62.63
0 7 47.22
0 8 20.94
0 9 79.96
0 10 74.59
0 11 56.16
0 12 87.97
0 13 17.99
0 14 100.15
0 15 48.78
0 16 50.34
0 17 7.53
0 18 81.92
0 19 50.20
0 20 58.29
0 21 114.35
0 22 30.60
0 23 80.73
0 24 60.28
0 25 15.03
0 26 54.95
0 27 14.05
0 28 31.68
0 29 9.83
0 30 63.00
0 31 83.28
0 32 39.29
0 33 59.23
0 34 47.87
0 35 57.95
0 36 83.09
0 37 28.66
0 38 83.14
0 39 7.98
1 0 87.04
1 1 0.00
1 2 97.16
1 3 28.07
1 4 81.21
1 5 109.35
1 6 37.51
1 7 90.55
1 8 66.11
1 9 94.29
1 10 74.74
1 11 30.88
1 12 72.15
1 13 69.05
1 14 38.65
1 15 49.61
1 16 40.26
1 17 94.57
1 18 22.75
1 19 36.85
1 20 28.76
1 21 37.47
1 22 117.65
1 23 95.06
1 24 37.70
1 25 102.08
1 26 32.09
1 27 99.92
1 28 76.11
1 29 96.87
1 30 38.39
1 31 97.62
1 32 126.33
1 33 27.82
1 34 44.78
1 35 29.10
1 36 26.92
1 37 115.70
1 38 70.08
1 39 79.06
2 0 14.26
2 1 97.16
2 2 0.00
2 3 111.51
2 4 20.19
2 5 12.20
2 6 72.74
2 7 32.96
2 8 31.05
2 9 65.70
2 10 84.70
2 11 66.28
2 12 98.09
2 13 28.10
2 14 110.26
2 15 58.90
2 16 60.46
2 17 19.60
2 18 92.04
2 19 60.31
2 20 68.40
2 21 124.46
2 22 26.83
2 23 66.47
2 24 70.39
2 25 10.74
2 26 65.07
2 27 28.31
2 28 21.04
2 29 5.53
2 30 73.11
2 31 69.02
2 32 29.17
2 33 69.34
2 34 57.98
2 35 68.06
2 36 93.21
2 37 18.54
2 38 93.25
2 39 21.69
3 0 101.39
3 1 28.07
3 2 111.51
3 3 0.00
3 4 95.56
3 5 123.70
3 6 38.77
3 7 104.90
3 8 80.46
3 9 77.21
3 10 46.67
3 11 45.23
3 12 44.08
3 13 83.40
3 14 10.58
3 15 52.61
3 16 51.05
3 17 108.92
3 18 19.47
3 19 51.19
3 20 43.11
3 21 12.95
3 22 132.00
3 23 76.84
3 24 41.11
3 25 116.42
3 26 46.44
3 27 114.27
3 28 90.46
3 29 111.22
3 30 38.39
3 31 69.55
3 32 140.68
3 33 42.17
3 34 53.52
3 35 43.44
3 36 18.30
3 37 130.05
3 38 42.01
3 39 93.41
4 0 34.45
4 1 81.21
4 2 20.19
4 3 95.56
4 4 0.00
4 5 28.14
4 6 56.79
4 7 12.77
4 8 44.05
4 9 45.51
4 10 68.76
4 11 50.33
4 12 82.14
4 13 46.80
4 14 94.32
4 15 42.95
4 16 44.51
4 17 39.80
4 18 76.09
4 19 44.37
4 20 52.46
4 21 108.52
4 22 47.03
4 23 46.28
4 24 54.45
4 25 30.93
4 26 49.12
4 27 48.50
4 28 5.10
4 29 25.72
4 30 57.17
4 31 48.83
4 32 45.12
4 33 53.40
4 34 42.04
4 35 52.12
4 36 77.26
4 37 37.07
4 38 77.31
4 39 41.88
5 0 22.31
5 1 109.35
5 2 12.20
5 3 123.70
5 4 28.14
5 5 0.00
5 6 84.93
5 7 35.01
5 8 43.25
5 9 67.75
5 10 96.90
5 11 78.47
5 12 110.28
5 13 40.30
5 14 122.46
5 15 71.09
5 16 72.65
5 17 17.55
5 18 104.23
5 19 72.51
5 20 80.59
5 21 136.66
5 22 24.78
5 23 68.52
5 24 82.59
5 25 8.69
5 26 77.26
5 27 26.26
5 28 33.24
5 29 12.48
5 30 85.31
5 31 71.08
5 32 16.98
5 33 81.54
5 34 70.18
5 35 80.26
5 36 105.40
5 37 14.83
5 38 105.45
5 39 30.29
6 0 62.63
6 1 37.51
6 2 72.74
6 3 38.77
6 4 56.79
6 5 84.93
6 6 0.00
6 7 66.14
6 8 41.69
6 9 56.78
6 10 37.23
6 11 22.91
6 12 34.64
6 13 44.64
6 14 37.52
6 15 13.84
6 16 12.28
6 17 70.15
6 18 19.30
6 19 12.43
6 20 15.32
6 21 51.72
6 22 93.23
6 23 57.55
6 24 2.34
6 25 77.66
6 26 19.87
6 27 75.50
6 28 51.70
6 29 72.46
6 30 0.87
6 31 60.11
6 32 101.91
6 33 15.23
6 34 14.76
6 35 24.02
6 36 20.47
6 37 91.28
6 38 32.57
6 39 54.64
7 0 47.22
7 1 90.55
7 2 32.96
7 3 104.90
7 4 12.77
7 5 35.01
7 6 66.14
7 7 0.00
7 8 56.82
7 9 32.74
7 10 78.10
7 11 59.67
7 12 91.48
7 13 59.57
7 14 103.66
7 15 52.29
7 16 53.85
7 17 52.57
7 18 85.43
7 19 53.71
7 20 61.80
7 21 117.86
7 22 59.80
7 23 33.51
7 24 63.79
7 25 43.70
7 26 58.47
7 27 61.27
7 28 15.54
7 29 38.49
7 30 66.51
7 31 37.95
7 32 39.60
7 33 62.74
7 34 51.38
7 35 61.46
7 36 86.60
7 37 49.84
7 38 86.65
7 39 54.65
8 0 20.94
8 1 66.11
8 2 31.05
8 3 80.46
8 4 44.05
8 5 43.25
8 6 41.69
8 7 56.82
8 8 0.00
8 9 89.55
8 10 70.00
8 11 35.23
8 12 67.41
8 13 2.95
8 14 79.21
8 15 44.87
8 16 35.52
8 17 28.47
8 18 60.99
8 19 29.26
8 20 37.35
8 21 93.41
8 22 51.54
8 23 90.32
8 24 39.34
8 25 35.97
8 26 34.02
8 27 33.81
8 28 41.28
8 29 30.77
8 30 42.06
8 31 92.88
8 32 60.22
8 33 38.29
8 34 40.04
