20 3
0 0 0.00
0 1 143.95
0 2 212.22
0 3 99.53
0 4 110.93
0 5 59.64
0 6 208.65
0 7 96.94
0 8 148.33
0 9 170.51
0 10 129.35
0 11 158.33
0 12 173.32
0 13 46.00
0 14 161.23
0 15 157.15
0 16 75.32
0 17 95.09
0 18 87.09
0 19 43.86
1 0 143.95
1 1 0.00
1 2 138.91
1 3 190.35
1 4 137.85
1 5 101.93
1 6 66.25
1 7 91.01
1 8 226.44
1 9 97.20
1 10 85.94
1 11 117.86
1 12 46.17
1 13 111.08
1 14 147.86
1 15 104.49
1 16 147.88
1 17 108.28
1 18 140.12
1 19 162.53
2 0 212.22
2 1 138.91
2 2 0.00
2 3 127.51
2 4 201.18
2 5 174.36
2 6 123.58
2 7 115.28
2 8 113.12
2 9 41.71
2 10 110.30
2 11 53.89
2 12 116.71
2 13 249.99
2 14 90.81
2 15 55.07
2 16 136.90
2 17 180.20
2 18 125.13
2 19 168.36
3 0 99.53
3 1 190.35
3 2 127.51
3 3 0.00
3 4 81.31
3 5 88.42
3 6 179.03
3 7 139.98
3 8 50.79
3 9 140.77
3 10 104.41
3 11 90.88
3 12 144.18
3 13 135.31
3 14 69.47
3 15 156.28
3 16 43.74
3 17 82.07
3 18 63.28
3 19 57.24
4 0 110.93
4 1 137.85
4 2 201.18
4 3 81.31
4 4 0.00
4 5 72.39
4 6 97.72
4 7 189.73
4 8 95.64
4 9 214.45
4 10 90.89
4 11 164.55
4 12 91.68
4 13 90.45
4 14 110.38
4 15 229.95
4 16 117.42
4 17 29.57
4 18 136.95
4 19 129.51
5 0 59.64
5 1 101.93
5 2 174.36
5 3 88.42
5 4 72.39
5 5 0.00
5 6 149.01
5 7 117.34
5 8 124.52
5 9 142.05
5 10 72.21
5 11 120.47
5 12 113.68
5 13 75.63
5 14 123.37
5 15 157.56
5 16 53.51
5 17 47.63
5 18 64.56
5 19 78.22
6 0 208.65
6 1 66.25
6 2 123.58
6 3 179.03
6 4 97.72
6 5 149.01
6 6 0.00
6 7 155.71
6 8 178.73
6 9 136.84
6 10 79.30
6 11 136.63
6 12 35.33
6 13 177.34
6 14 109.56
6 15 162.59
6 16 202.52
6 17 113.56
6 18 202.53
6 19 227.23
7 0 96.94
7 1 91.01
7 2 115.28
7 3 139.98
7 4 189.73
7 5 117.34
7 6 155.71
7 7 0.00
7 8 176.07
7 9 73.57
7 10 98.84
7 11 67.49
7 12 120.38
7 13 134.71
7 14 97.49
7 15 60.21
7 16 97.51
7 17 164.97
7 18 89.75
7 19 82.74
8 0 148.33
8 1 226.44
8 2 113.12
8 3 50.79
8 4 95.64
8 5 124.52
8 6 178.73
8 7 176.07
8 8 0.00
8 9 149.35
8 10 140.50
8 11 108.58
8 12 180.27
8 13 186.09
8 14 78.59
8 15 149.21
8 16 78.57
8 17 118.16
8 18 86.32
8 19 104.47
9 0 170.51
9 1 97.20
9 2 41.71
9 3 140.77
9 4 214.45
9 5 142.05
9 6 136.84
9 7 73.57
9 8 149.35
9 9 0.00
9 10 123.56
9 11 49.89
9 12 129.98
9 13 208.28
9 14 104.07
9 15 29.02
9 16 97.03
9 17 189.69
9 18 83.42
9 19 126.65
10 0 129.35
10 1 85.94
10 2 110.30
10 3 104.41
10 4 90.89
10 5 72.21
10 6 79.30
10 7 98.84
10 8 140.50
10 9 123.56
10 10 0.00
10 11 73.66
10 12 43.97
10 13 147.84
10 14 61.92
10 15 139.07
10 16 123.22
10 17 78.05
10 18 123.23
10 19 147.93
11 0 158.33
11 1 117.86
11 2 53.89
11 3 90.88
11 4 164.55
11 5 120.47
11 6 136.63
11 7 67.49
11 8 108.58
11 9 49.89
11 10 73.66
11 11 0.00
11 12 101.30
11 13 196.10
11 14 54.17
11 15 65.40
11 16 83.01
11 17 139.79
11 18 71.24
11 19 114.47
12 0 173.32
12 1 46.17
