10 3
0 0 0.00
0 1 108.11
0 2 156.05
0 3 95.05
0 4 80.02
0 5 94.48
0 6 150.69
0 7 115.74
0 8 135.93
0 9 126.93
1 0 108.11
1 1 0.00
1 2 117.55
1 3 91.16
1 4 52.18
1 5 53.27
1 6 44.23
1 7 116.48
1 8 77.34
1 9 20.07
2 0 156.05
2 1 117.55
2 2 0.00
2 3 208.71
2 4 76.03
2 5 170.31
2 6 89.28
2 7 102.79
2 8 79.80
2 9 97.48
3 0 95.05
3 1 91.16
3 2 208.71
3 3 0.00
3 4 143.35
3 5 38.40
3 6 119.43
3 7 114.48
3 8 168.50
3 9 111.24
4 0 80.02
4 1 52.18
4 2 76.03
4 3 143.35
4 4 0.00
4 5 104.95
4 6 87.15
4 7 151.69
4 8 55.92
4 9 49.69
5 0 94.48
5 1 53.27
5 2 170.31
5 3 38.40
5 4 104.95
5 5 0.00
5 6 95.85
5 7 113.91
5 8 130.10
5 9 72.83
6 0 150.69
6 1 44.23
6 2 89.28
6 3 119.43
6 4 87.15
6 5 95.85
6 6 0.00
6 7 86.55
6 8 97.96
6 9 37.45
7 0 115.74
7 1 116.48
7 2 102.79
7 3 114.48
7 4 151.69
7 5 113.91
7 6 86.55
7 7 0.00
7 8 162.50
7 9 108.44
8 0 135.93
8 1 77.34
8 2 79.80
8 3 168.50
8 4 55.92
8 5 130.10
8 6 97.96
8 7 162.50
8 8 0.00
8 9 60.50
9 0 126.93
9 1 20.07
9 2 97.48
9 3 111.24
9 4 49.69
9 5 72.83
9 6 37.45
9 7 108.44
9 8 60.50
9 9 0.00
