40 2
0 0 0.00
0 1 30.81
0 2 88.84
0 3 49.24
0 4 66.52
0 5 74.64
0 6 94.82
0 7 90.16
0 8 77.09
0 9 41.84
0 10 56.22
0 11 51.20
0 12 38.14
0 13 113.72
0 14 115.67
0 15 85.34
0 16 59.71
0 17 93.59
0 18 57.71
0 19 96.52
0 20 125.58
0 21 134.77
0 22 142.03
0 23 50.03
0 24 57.26
0 25 76.76
0 26 86.88
0 27 10.95
0 28 83.51
0 29 74.68
0 30 115.45
0 31 63.69
0 32 60.87
0 33 97.71
0 34 26.83
0 35 77.71
0 36 72.97
0 37 26.86
0 38 46.00
0 39 135.23
1 0 30.81
1 1 0.00
1 2 58.03
1 3 18.44
1 4 39.99
1 5 43.84
1 6 64.02
1 7 93.87
1 8 46.28
1 9 45.55
1 10 59.93
1 11 54.91
1 12 41.85
1 13 117.43
1 14 119.38
1 15 70.82
1 16 34.12
1 17 62.78
1 18 61.41
1 19 84.38
1 20 94.78
1 21 103.96
1 22 145.74
1 23 28.16
1 24 32.99
1 25 80.47
1 26 90.58
1 27 41.75
1 28 87.22
1 29 67.19
1 30 84.65
1 31 67.39
1 32 64.58
1 33 101.42
1 34 41.54
1 35 81.42
1 36 76.67
1 37 13.91
1 38 28.84
1 39 138.94
2 0 88.84
2 1 58.03
2 2 0.00
2 3 39.60
2 4 23.33
2 5 14.19
2 6 39.10
2 7 77.21
2 8 18.46
2 9 50.70
2 10 43.26
2 11 42.28
2 12 90.47
2 13 100.77
2 14 102.72
2 15 54.15
2 16 29.13
2 17 11.44
2 18 116.19
2 19 67.72
2 20 36.75
2 21 45.93
2 22 129.08
2 23 38.81
2 24 49.65
2 25 65.18
2 26 90.40
2 27 99.78
2 28 96.59
2 29 50.53
2 30 26.62
2 31 103.58
2 32 84.82
2 33 84.76
2 34 99.57
2 35 64.75
2 36 89.58
2 37 61.98
2 38 45.50
2 39 122.27
3 0 49.24
3 1 18.44
3 2 39.60
3 3 0.00
3 4 53.15
3 5 25.98
3 6 68.93
3 7 107.03
3 8 27.85
3 9 58.71
3 10 73.09
3 11 68.07
3 12 55.01
3 13 130.59
3 14 132.54
