30 3
0 0 0.00
0 1 225.36
0 2 83.54
0 3 116.63
0 4 191.07
0 5 219.75
0 6 186.81
0 7 159.25
0 8 134.36
0 9 32.20
0 10 122.28
0 11 130.89
0 12 189.64
0 13 52.81
0 14 170.25
0 15 222.28
0 16 61.15
0 17 17.96
0 18 66.79
0 19 35.77
0 20 56.53
0 21 137.56
0 22 105.93
0 23 148.25
0 24 83.73
0 25 126.13
0 26 80.28
0 27 10.99
0 28 119.14
0 29 128.35
1 0 225.36
1 1 0.00
1 2 141.81
1 3 119.53
1 4 60.41
1 5 12.95
1 6 68.70
1 7 83.60
1 8 91.00
1 9 202.09
1 10 147.04
1 11 94.46
1 12 50.29
1 13 182.34
1 14 55.11
1 15 19.09
1 16 164.21
1 17 207.40
1 18 158.57
1 19 193.83
1 20 168.83
1 21 87.80
1 22 149.87
1 23 81.11
1 24 141.63
1 25 142.74
1 26 145.08
1 27 219.19
1 28 151.98
1 29 124.39
2 0 83.54
2 1 141.81
2 2 0.00
2 3 62.20
2 4 107.53
2 5 136.21
2 6 103.26
2 7 92.43
2 8 84.61
2 9 89.75
2 10 60.72
2 11 61.49
2 12 106.10
2 13 79.43
2 14 86.70
2 15 138.74
2 16 56.74
2 17 65.59
2 18 44.31
2 19 86.58
2 20 44.52
2 21 60.06
2 22 53.93
2 23 87.16
2 24 15.60
2 25 75.96
2 26 7.11
2 27 77.37
2 28 55.40
2 29 72.14
3 0 116.63
3 1 119.53
3 2 62.20
3 3 0.00
3 4 85.24
3 5 121.52
3 6 80.98
3 7 154.63
3 8 146.81
3 9 142.65
3 10 92.32
3 11 123.69
3 12 83.81
3 13 132.33
3 14 142.73
3 15 128.36
3 16 109.64
3 17 105.58
3 18 97.21
3 19 139.47
3 20 97.41
3 21 122.26
3 22 85.52
3 23 149.36
3 24 55.67
3 25 23.21
3 26 69.30
3 27 105.65
3 28 85.37
3 29 11.72
4 0 191.07
4 1 60.41
4 2 107.53
4 3 85.24
4 4 0.00
4 5 69.54
4 6 8.29
4 7 102.65
4 8 109.28
4 9 167.80
4 10 112.75
4 11 98.14
4 12 10.12
4 13 148.06
4 14 90.76
4 15 76.39
4 16 129.92
4 17 173.11
4 18 124.28
4 19 159.55
4 20 134.54
4 21 90.74
4 22 115.58
4 23 97.38
4 24 107.34
4 25 108.45
4 26 110.79
4 27 184.90
4 28 117.69
4 29 90.10
5 0 219.75
5 1 12.95
5 2 136.21
5 3 121.52
5 4 69.54
5 5 0.00
