40 3
0 0 0.00
0 1 122.35
0 2 103.01
0 3 14.52
0 4 118.65
0 5 118.47
0 6 89.64
0 7 97.00
0 8 123.70
0 9 103.33
0 10 50.34
0 11 30.55
0 12 166.51
0 13 99.76
0 14 97.72
0 15 133.20
0 16 89.61
0 17 148.63
0 18 106.50
0 19 118.61
0 20 21.63
0 21 52.12
0 22 113.19
0 23 88.98
0 24 86.68
0 25 124.57
0 26 126.51
0 27 113.47
0 28 109.13
0 29 180.81
0 30 122.81
0 31 174.27
0 32 33.77
0 33 105.04
0 34 108.61
0 35 4.11
0 36 15.43
0 37 101.55
0 38 48.12
0 39 121.44
1 0 122.35
1 1 0.00
1 2 68.88
1 3 107.83
1 4 13.10
1 5 132.72
1 6 129.20
1 7 39.12
1 8 151.01
1 9 20.36
1 10 72.98
1 11 141.40
1 12 180.89
1 13 34.83
1 14 135.27
1 15 137.18
1 16 54.35
1 17 129.41
1 18 140.99
1 19 143.45
1 20 129.36
1 21 70.23
1 22 68.14
1 23 128.54
1 24 126.25
1 25 55.37
1 26 137.70
1 27 71.08
1 28 73.51
1 29 190.55
1 30 125.08
1 31 169.72
1 32 135.46
1 33 140.70
1 34 150.87
1 35 121.86
1 36 133.93
1 37 48.48
1 38 74.23
1 39 149.53
2 0 103.01
2 1 68.88
2 2 0.00
2 3 90.71
2 4 65.17
2 5 80.12
2 6 145.78
2 7 50.87
2 8 98.41
2 9 51.63
2 10 73.29
2 11 80.50
2 12 128.29
2 13 46.29
2 14 82.67
2 15 86.32
2 16 20.80
2 17 76.81
2 18 88.39
2 19 90.85
2 20 81.79
2 21 66.70
2 22 10.18
2 23 145.12
2 24 142.83
2 25 21.56
2 26 85.10
2 27 17.26
2 28 20.92
2 29 137.96
2 30 84.75
2 31 117.12
2 32 80.32
2 33 88.10
2 34 98.27
2 35 105.94
2 36 118.44
2 37 47.18
2 38 58.42
2 39 89.19
3 0 14.52
3 1 107.83
3 2 90.71
3 3 0.00
3 4 104.13
3 5 106.17
3 6 88.97
3 7 82.48
3 8 111.40
3 9 88.81
3 10 47.73
3 11 33.57
3 12 154.21
3 13 85.25
3 14 85.43
3 15 120.91
3 16 77.31
3 17 136.33
3 18 94.21
3 19 106.32
3 20 23.18
3 21 37.60
3 22 100.89
3 23 88.31
3 24 86.02
3 25 112.28
3 26 114.21
3 27 101.18
3 28 96.83
3 29 168.52
3 30 110.52
3 31 161.98
3 32 35.32
3 33 92.74
3 34 96.31
3 35 15.22
3 36 27.72
3 37 89.26
3 38 37.38
3 39 109.15
4 0 118.65
4 1 13.10
4 2 65.17
4 3 104.13
4 4 0.00
4 5 126.67
4 6 120.99
4 7 26.08
4 8 141.74
4 9 21.55
4 10 74.18
4 11 137.70
4 12 167.78
4 13 21.73
4 14 122.17
4 15 124.08
4 16 50.65
4 17 116.31
4 18 127.89
4 19 130.35
4 20 125.65
4 21 67.59
4 22 64.44
4 23 120.33
4 24 118.04
4 25 51.67
4 26 124.60
4 27 67.38
4 28 69.34
4 29 177.45
4 30 111.98
4 31 156.61
4 32 131.76
4 33 127.60
4 34 139.68
4 35 118.16
4 36 130.22
4 37 35.38
4 38 70.53
4 39 145.82
5 0 118.47
5 1 132.72
5 2 80.12
5 3 106.17
5 4 126.67
5 5 0.00
5 6 142.61
5 7 105.02
5 8 18.29
5 9 131.75
5 10 122.80
5 11 95.96
5 12 48.17
5 13 107.78
5 14 38.37
5 15 93.43
5 16 87.25
5 17 97.41
5 18 22.06
5 19 37.60
5 20 97.25
5 21 109.42
5 22 79.84
5 23 141.95
5 24 139.65
5 25 91.94
5 26 22.33
5 27 84.71
5 28 59.21
5 29 62.35
5 30 93.56
5 31 55.80
5 32 95.78
5 33 34.43
5 34 18.14
5 35 121.39
5 36 133.89
5 37 108.67
5 38 112.45
5 39 19.16
6 0 89.64
6 1 129.20
6 2 145.78
6 3 88.97
6 4 120.99
6 5 142.61
6 6 0.00
6 7 94.91
6 8 144.62
6 9 126.89
6 10 118.30
6 11 100.65
6 12 124.94
6 13 107.95
6 14 104.24
6 15 91.63
6 16 124.98
6 17 107.06
6 18 120.55
6 19 105.01
6 20 96.23
6 21 109.73
6 22 154.94
6 23 8.48
6 24 10.69
6 25 165.65
6 26 123.34
6 27 163.04
6 28 135.15
6 29 139.24
6 30 81.24
6 31 132.70
6 32 94.68
6 33 108.18
6 34 127.62
6 35 85.52
6 36 94.58
6 37 101.27
6 38 125.04
6 39 155.68
7 0 97.00
7 1 39.12
7 2 50.87
7 3 82.48
7 4 26.08
7 5 105.02
7 6 94.91
7 7 0.00
7 8 120.09
7 9 38.15
7 10 52.47
7 11 116.05
7 12 141.76
7 13 13.04
7 14 96.15
7 15 98.06
7 16 30.08
7 17 90.28
7 18 103.20
7 19 104.32
7 20 104.01
7 21 45.88
7 22 60.03
7 23 94.25
7 24 91.95
7 25 70.74
7 26 98.57
7 27 68.13
7 28 47.69
7 29 151.43
7 30 85.96
7 31 130.59
7 32 110.11
7 33 101.57
7 34 118.03
7 35 96.51
7 36 108.58
7 37 19.36
7 38 48.88
7 39 124.18
8 0 123.70
8 1 151.01
8 2 98.41
8 3 111.40
8 4 141.74
8 5 18.29
8 6 144.62
8 7 120.09
8 8 0.00
8 9 150.04
8 10 141.09
8 11 101.19
8 12 51.56
8 13 122.86
8 14 40.38
8 15 108.50
8 16 105.54
8 17 112.49
8 18 24.07
8 19 42.09
8 20 102.48
8 21 127.71
8 22 98.13
8 23 143.96
8 24 141.67
8 25 110.23
8 26 37.41
8 27 103.00
8 28 77.50
8 29 71.37
8 30 108.64
8 31 68.60
8 32 101.01
8 33 36.45
8 34 17.00
8 35 126.62
8 36 139.12
8 37 123.74
8 38 130.74
8 39 11.05
9 0 103.33
9 1 20.36
9 2 51.63
9 3 88.81
9 4 21.55
9 5 131.75
9 6 126.89
9 7 38.15
9 8 150.04
9 9 0.00
9 10 52.99
9 11 122.38
9 12 179.91
9 13 33.86
9 14 134.30
9 15 136.21
9 16 44.50
9 17 128.44
9 18 140.02
9 19 142.48
9 20 110.34
9 21 51.21
9 22 51.91
9 23 126.23
9 24 123.93
9 25 42.22
9 26 136.73
9 27 52.06
9 28 72.54
9 29 189.58
9 30 124.11
9 31 168.74
9 32 116.44
9 33 139.73
9 34 149.89
9 35 102.84
9 36 114.91
9 37 47.51
9 38 55.21
9 39 140.81
10 0 50.34
10 1 72.98
10 2 73.29
10 3 47.73
10 4 74.18
10 5 122.80
10 6 118.30
10 7 52.47
10 8 141.09
10 9 52.99
10 10 0.00
10 11 79.83
10 12 170.97
10 13 63.98
10 14 125.35
10 15 127.26
10 16 59.89
10 17 119.49
10 18 131.07
10 19 133.53
10 20 70.91
10 21 13.38
10 22 83.46
10 23 117.65
10 24 115.35
10 25 94.85
10 26 127.78
10 27 83.75
10 28 79.40
10 29 180.63
10 30 115.16
10 31 159.80
10 32 83.05
10 33 130.78
10 34 140.95
10 35 49.98
10 36 61.92
10 37 71.83
10 38 14.87
10 39 131.86
11 0 30.55
11 1 141.40
11 2 80.50
11 3 33.57
11 4 137.70
11 5 95.96
11 6 100.65
11 7 116.05
11 8 101.19
11 9 122.38
11 10 79.83
11 11 0.00
11 12 144.00
11 13 118.82
11 14 75.22
11 15 110.69
11 16 87.05
11 17 126.12
11 18 83.99
11 19 96.10
11 20 12.05
11 21 71.17
11 22 90.68
11 23 105.02
11 24 103.37
11 25 102.06
11 26 104.00
11 27 90.97
11 28 86.62
11 29 158.31
