20 2
0 0 0.00
0 1 89.02
0 2 101.83
0 3 30.39
0 4 77.01
0 5 79.45
0 6 42.57
0 7 106.52
0 8 142.81
0 9 75.83
0 10 42.19
0 11 64.73
0 12 47.36
0 13 50.35
0 14 95.66
0 15 100.40
0 16 32.95
0 17 18.61
0 18 16.75
0 19 75.26
1 0 89.02
1 1 0.00
1 2 38.14
1 3 58.62
1 4 108.61
1 5 23.42
1 6 97.53
1 7 100.01
1 8 61.49
1 9 13.19
1 10 46.83
1 11 24.28
1 12 61.52
1 13 38.66
1 14 132.15
1 15 136.89
1 16 100.29
1 17 74.76
1 18 72.26
1 19 92.07
2 0 101.83
2 1 38.14
2 2 0.00
2 3 71.44
2 4 70.47
2 5 22.38
2 6 110.35
2 7 61.86
2 8 40.98
2 9 30.03
2 10 59.65
2 11 51.08
2 12 54.47
2 13 51.48
2 14 94.01
2 15 98.75
2 16 113.11
2 17 87.57
2 18 85.08
2 19 53.93
3 0 30.39
3 1 58.62
3 2 71.44
3 3 0.00
3 4 73.50
3 5 49.06
3 6 43.96
3 7 76.13
3 8 112.41
3 9 45.44
3 10 29.61
3 11 48.04
3 12 26.42
3 13 19.96
3 14 97.05
3 15 101.79
3 16 41.67
3 17 20.00
3 18 13.64
3 19 56.96
4 0 77.01
4 1 108.61
4 2 70.47
4 3 73.50
4 4 0.00
4 5 85.19
4 6 85.53
4 7 29.52
4 8 65.80
4 9 100.50
4 10 103.11
4 11 121.54
4 12 47.09
4 13 83.90
4 14 23.54
4 15 28.28
4 16 88.29
4 17 62.75
4 18 69.00
4 19 16.54
5 0 79.45
5 1 23.42
5 2 22.38
5 3 49.06
5 4 85.19
5 5 0.00
5 6 87.97
5 7 76.59
5 8 63.36
5 9 15.31
5 10 37.27
5 11 36.35
5 12 38.10
5 13 29.10
5 14 108.74
5 15 113.48
5 16 90.73
5 17 65.20
5 18 62.70
5 19 68.65
6 0 42.57
6 1 97.53
6 2 110.35
6 3 43.96
6 4 85.53
6 5 87.97
6 6 0.00
6 7 115.04
6 8 151.32
6 9 84.35
6 10 73.57
6 11 92.00
6 12 55.87
6 13 58.87
6 14 68.11
6 15 86.41
6 16 9.62
6 17 23.96
6 18 39.46
6 19 83.78
7 0 106.52
7 1 100.01
7 2 61.86
7 3 76.13
7 4 29.52
7 5 76.59
7 6 115.04
7 7 0.00
7 8 38.51
7 9 91.90
7 10 94.51
7 11 112.94
7 12 59.17
7 13 75.30
7 14 46.93
7 15 36.88
7 16 117.80
7 17 92.27
7 18 89.77
7 19 31.27
8 0 142.81
8 1 61.49
8 2 40.98
8 3 112.41
8 4 65.80
8 5 63.36
8 6 151.32
8 7 38.51
8 8 0.00
8 9 66.98
8 10 100.62
8 11 78.07
8 12 95.45
8 13 92.45
8 14 83.22
8 15 75.40
8 16 154.08
8 17 128.55
8 18 126.05
8 19 67.55
9 0 75.83
